drug_no,name,source_link,type
VN-15546-12,Glucophage XR 750mg,dav.gov.vn,drug
VN-15546-12,Glucophage XR 750mg,dav.gov.vn,drug
VN-15546-12,Glucophage XR 750mg,dav.gov.vn,drug
VN-15546-12,Glucophage XR 750mg,dav.gov.vn,drug
QLĐB-560-16,Entecavir Stada 0.5mg,dav.gov.vn,drug
"VD-23403-15, VD-24037-15",Theralene,dav.gov.vn,drug
"VN-14209-11, VN-17413-13, VN-14208-11","Fucidin, Fucidin H, Fucicort",dav.gov.vn,drug
"VN-14209-11, VN-17413-13, VN-14208-11","Fucidin, Fucidin H, Fucicort",dav.gov.vn,drug
"VN-14209-11, VN-17413-13, VN-14208-11","Fucidin, Fucidin H, Fucicort",dav.gov.vn,drug
"VN-16721-13, VN-17392-13, VN-17393-13",CoAprovel,dav.gov.vn,drug
VD-25961-16,Nupigin,dav.gov.vn,drug
VN-5680-10,Chophytol,dav.gov.vn,drug
VN-8939-09,Pepsane,dav.gov.vn,drug
QLSP-960-16,Insulatard FlexPen 100IU/ml,dav.gov.vn,drug
QLSP-960-16,Insulatard FlexPen 100IU/ml,dav.gov.vn,drug
VD-25904-16,Meclonate,dav.gov.vn,drug
VD-25905-16,Syseys,dav.gov.vn,drug
VS-4919-15,Medoral,dav.gov.vn,drug
VN-15106-12,Celebrex,dav.gov.vn,drug
"VN-16614-13, VN-16976-13","Indclav 625, Indclav 375",dav.gov.vn,drug
QLSP-927-16,Mixtard 30 FlexPen,dav.gov.vn,drug
QLSP-927-16,Mixtard 30 FlexPen,dav.gov.vn,drug
VD-22048-14,Maalox,dav.gov.vn,drug
VD-19726-13,Nautamine,dav.gov.vn,drug
VD-23402-15,Flagyl - 250 mg,dav.gov.vn,drug
VD-21789-14,Flagentyl - 500 mg,dav.gov.vn,drug
VN-20354-17,Daivobet,dav.gov.vn,drug
VN-9906-10,Xamiol gel,dav.gov.vn,drug
QLSP-0784-14,Ovitrelle,dav.gov.vn,drug
QLSP-0709-13,Pergoveris,dav.gov.vn,drug
VN-16831-13,Cetrotide,dav.gov.vn,drug
QLSP-891-15,Gonal-f,dav.gov.vn,drug
VD-25027-16,Adefovir Stada 10 mg,dav.gov.vn,drug
VD-25486-16,Vitamin C STADA 1g,dav.gov.vn,drug
VN-10369-10,Natecal D3,dav.gov.vn,drug
"QLSP-891-15, QLSP-959-16","Gonal-f 300, Gonal-f 450",dav.gov.vn,drug
VN-18307-14,Eumovate cream,dav.gov.vn,drug
VN-19951-16,Kabiven Peripheral,dav.gov.vn,drug
VN-19955-16,Smoflipid 20%,dav.gov.vn,drug
VN-17439-13,Lipovenoes 10% PLR,dav.gov.vn,drug
VN-17437-13,Aminosteril N-Hepa 8%,dav.gov.vn,drug
VN-19468-15,Valminolact,dav.gov.vn,drug
"QLSP-0701-13, QLSP-0702-13",Human Albumin Baxter,dav.gov.vn,drug
VN-13786-11,Ovestin 1mg Tablet,dav.gov.vn,drug
VD-25441-16,Fortec,dav.gov.vn,drug
VD-22641-15,Skinz,dav.gov.vn,drug
VD-22641-15,Skinz,dav.gov.vn,drug
VD-22641-15,Skinz,dav.gov.vn,drug
VD-23911-15,Rocetaf,dav.gov.vn,drug
VD-23911-15,Rocetaf,dav.gov.vn,drug
VD-23911-15,Rocetaf,dav.gov.vn,drug
VD-23910-15,Omesel 20,dav.gov.vn,drug
VD-23910-15,Omesel 20,dav.gov.vn,drug
VD-23910-15,Omesel 20,dav.gov.vn,drug
VD-23276-15,Repamax 500,dav.gov.vn,drug
VD-18991-13,Re-Zoom 20,dav.gov.vn,drug
VN-17445-13,Avodart,dav.gov.vn,drug
"VN-17124-13, VN-17125-13, VN-17126-13",Exjade,dav.gov.vn,drug
VN-18404-14,Dalacin C,dav.gov.vn,drug
VN-6852-08,Otofa,dav.gov.vn,drug
VN-6853-08,Polydexa,dav.gov.vn,drug
VN-16857-13,Neurontin,dav.gov.vn,drug
VN-15082-12,Drosperin,dav.gov.vn,drug
VN-15082-12,Drosperin,dav.gov.vn,drug
"VN-19256-15, VN-16518-13","Cozaar 50mg, 100mg",dav.gov.vn,drug
VN-19379-15,Bactronil,dav.gov.vn,drug
VN-14306-11,Unasyn,dav.gov.vn,drug
VN-14420-11,Mincombe,dav.gov.vn,drug
"VD-22785-15, VD-22786-15",Irbesartan,dav.gov.vn,drug
VD-22788-15,Simze,dav.gov.vn,drug
"VD-22436-15, VD-22435-15",Zostopain,dav.gov.vn,drug
VD-22787-15,pantoprazol,dav.gov.vn,drug
VN-19694-16,Rosepire,dav.gov.vn,drug
"VD-22675-15, VD-18538-13, VD-18537-13",Pracetam,dav.gov.vn,drug
VD-21115-14,Praxinstad 400,dav.gov.vn,drug
VD-21533-14,Lisinopril Stada 10mg,dav.gov.vn,drug
QLSP-906-15,Lacteol,dav.gov.vn,drug
VN-17217-13,Nevanac,dav.gov.vn,drug
VN-13472-11,Pataday,dav.gov.vn,drug
VN-15707-12,Vigamox,dav.gov.vn,drug
VN-15707-12,Vigamox,dav.gov.vn,drug
VN-15448-12,Seretide Evohaler DC,dav.gov.vn,drug
VN-15448-12,Seretide Evohaler DC,dav.gov.vn,drug
VN-14684-12,Seretide Accuhaler,dav.gov.vn,drug
VN-14684-12,Seretide Accuhaler,dav.gov.vn,drug
VN-10603-10,Erylik,dav.gov.vn,drug
VN2-500-16,Belara,dav.gov.vn,drug
VD-19198-13,Eskar,dav.gov.vn,drug
V 1613-H12-10,Viên bao đường Tiêu độc PV,dav.gov.vn,drug
VN-20168-16,Calcium Sandoz,dav.gov.vn,drug
QLSP-852-15,Thuốc bột uống L-Bio N,dav.gov.vn,drug
QLSP-852-15,Thuốc bột uống L-Bio N,dav.gov.vn,drug
VN-19126-15,Air-X 120,dav.gov.vn,drug
VD-19429-13,Calcium Corbiere,dav.gov.vn,drug
VD-19429-13,Calcium Corbiere,dav.gov.vn,drug
VD-24931-16,Redgamax,dav.gov.vn,drug
VN-17085-13,Estraceptin,dav.gov.vn,drug
VN-15730-12,Canesten,dav.gov.vn,drug
VN-19796-16,Clarityne Tab,dav.gov.vn,drug
VN-15730-12,Canesten,dav.gov.vn,drug
VN-19796-16,Clarityne Tab,dav.gov.vn,drug
VN-15730-12,Canesten,dav.gov.vn,drug
VN-15730-12,Canesten,dav.gov.vn,drug
VN-19796-16,Clarityne Tab,dav.gov.vn,drug
VN-18654-15,Gaviscon Dual Action,dav.gov.vn,drug
VN-19978-16,ACC 200,dav.gov.vn,drug
VN-16529-13,PM NextG Cal,dav.gov.vn,drug
VN-15922-12,Tiger Balm White (mẫu 2),dav.gov.vn,drug
VN-15921-12,Tiger Balm Red (mẫu 1),dav.gov.vn,drug
VN-15921-12,Tiger Balm Red,dav.gov.vn,drug
VD-23686-15,Life-Pro,dav.gov.vn,drug
VN-15922-12,Tiger Balm White (mẫu 3),dav.gov.vn,drug
VD-25671-16,Panalganeffer 250,dav.gov.vn,drug
VN-15921-12,Tiger Balm Red (mẫu 3),dav.gov.vn,drug
VD-23686-15,Life-Pro,dav.gov.vn,drug
VN-15921-12,Tiger Balm Red (mẫu 2),dav.gov.vn,drug
VN-15921-12,Tiger Balm Red,dav.gov.vn,drug
VN-15922-12,Tiger Balm White (mẫu 1),dav.gov.vn,drug
QLSP-0728-13,Enterogermina,dav.gov.vn,drug
QLSP-0728-13,Enterogermina,dav.gov.vn,drug
VD-24533-16,Kenvut (mẫu 1),dav.gov.vn,drug
VD-24533-16,Kenvut (mẫu 2),dav.gov.vn,drug
VD-24533-16,Kenvut (mẫu 3),dav.gov.vn,drug
VD-24533-16,Kenvut,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
VS-4849-12,Gynofar,dav.gov.vn,drug
VD-21649-14,Bổ gan tiêu độc Livsin-94,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
"VN-15922-12, VN-15921-12","Tiger Balm White, Tiger Balm Red",dav.gov.vn,drug
VN-19180-15,Tiger Balm Oil,dav.gov.vn,drug
VN-16289-13,Tanakan,dav.gov.vn,drug
VN-19796-16,Clarityne,dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VN-9418-05,Adalat LA,dav.gov.vn,drug
VN - 4407 - 07,Actrapid HM,dav.gov.vn,drug
VD-5628-08,Actoramin,dav.gov.vn,drug
VN1-193-09,Actilyse,dav.gov.vn,drug
VN1-193-09,Actilyse,dav.gov.vn,drug
VN1-193-09,Actilyse,dav.gov.vn,drug
VN1-193-09,Actilyse,dav.gov.vn,drug
VD- 6303 - 08,Acodine,dav.gov.vn,drug
"VN-7742-09, VN-6224-08",Acnotin,dav.gov.vn,drug
VN-7742-09,Acnotin,dav.gov.vn,drug
VD-7385-09,Acnes Medical Cream,dav.gov.vn,drug
VN-9323-09,Aclasta,dav.gov.vn,drug
VN-9905-10,Aceteming,dav.gov.vn,drug
VD-9942-09,Acetate Ringer's,dav.gov.vn,drug
"GC-0024-06, GC-0025-06","Acemuc 100mg, Acemuc 200mg (mẫu 4)",dav.gov.vn,drug
"GC-0024-06, GC-0025-06","Acemuc 100mg, Acemuc 200mg (mẫu 3)",dav.gov.vn,drug
"GC-0024-06, GC-0025-06","Acemuc 100mg, Acemuc 200mg (mẫu 2)",dav.gov.vn,drug
"GC-0024-06, GC-0025-06","Acemuc 100mg, Acemuc 200mg (mẫu 1)",dav.gov.vn,drug
,Acemol Fort,dav.gov.vn,drug
VN-8207-09,ACC 200,dav.gov.vn,drug
VN-8207-09,ACC,dav.gov.vn,drug
VN - 4030 - 07,Abernil,dav.gov.vn,drug
VD-11901-10,Đan sâm Tam thất (mẫu 2),dav.gov.vn,drug
VD-11901-10,Đan sâm Tam thất (mẫu 1),dav.gov.vn,drug
V1213-H12-10,Đại tràng thống viêm hoàn,dav.gov.vn,drug
V1297-H12-10,Đại tràng Nhất Nhất,dav.gov.vn,drug
V1297-H12-10,Đại Tràng Nhất Nhất,dav.gov.vn,drug
V143-H12-10,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
V895-H12-10,Đại bổ thận hoàn - hoàn mềm,dav.gov.vn,drug
V896-H12-10,Đại bổ thận hoàn - hoàn cứng,dav.gov.vn,drug
V1099-H12-10,Đương Quy Đại Bổ,dav.gov.vn,drug
VD0262-06,Bài thạch hoàn,dav.gov.vn,drug
VD-V844-H12-10,Bình can ACP,dav.gov.vn,drug
"VN-4625-07, VN-4103-07",Aztor,dav.gov.vn,drug
"VN-4625-07, VN-4103-07",Aztor,dav.gov.vn,drug
"VN-4625-07, VN-4103-07",Aztor,dav.gov.vn,drug
VN-3549-07,Azitromicina Azitrix,dav.gov.vn,drug
VD-7439-09,Aziefti,dav.gov.vn,drug
VN-5125-07,Axacef,dav.gov.vn,drug
VN-9226-09,Avodrart,dav.gov.vn,drug
VN-9226-09,Avodart,dav.gov.vn,drug
VN-6927-08,Avelox,dav.gov.vn,drug
VD-8509-09,Avastor,dav.gov.vn,drug
"VN-1328-06, VN-1326-06",Avandia,dav.gov.vn,drug
VN-1326-06,Avandamet,dav.gov.vn,drug
VN-5377-10,Augmentin,dav.gov.vn,drug
VN - 5377 - 10,Augmentin,dav.gov.vn,drug
VN - 5377  - 10,Augmentin,dav.gov.vn,drug
VN - 5377 - 10,Augmentin,dav.gov.vn,drug
"VN-5377-10, VN-7187-08, VN-4459-07",Augmentin,dav.gov.vn,drug
VD-9907-09,Atussin Siro ho,dav.gov.vn,drug
VD-9907-09,Atussin siro ho,dav.gov.vn,drug
VD-9907-09,Atussin Sirô ho,dav.gov.vn,drug
VD-8370-09,Atukid,dav.gov.vn,drug
VD-11081-10,Atovast,dav.gov.vn,drug
VD- 9716 - 09,Atorvastatin,dav.gov.vn,drug
VN-8308-09,Atepadene 30mg,dav.gov.vn,drug
VN - 4948 - 10,Atenolol Actavis,dav.gov.vn,drug
VD-11933-10,Asthmatin 10mg,dav.gov.vn,drug
VD-4237-07,Aspilets EC,dav.gov.vn,drug
VN-0211-06,Artrilase,dav.gov.vn,drug
VN - 6719 - 08,Arnetine,dav.gov.vn,drug
VN-9906-05,Arimidex,dav.gov.vn,drug
VN - 9906 - 05,Arimidex,dav.gov.vn,drug
VN - 9906 - 05,Arimidex,dav.gov.vn,drug
VN-9906-05,Arimidex,dav.gov.vn,drug
VN-5509-08,Aricept,dav.gov.vn,drug
VD- 6548 - 08,Arginine Stada,dav.gov.vn,drug
VN-3076-07,Arcalion (mẫu 2),dav.gov.vn,drug
VN-3076-07,Arcalion (mẫu 1),dav.gov.vn,drug
VN _ 5082 - 07; VN - 5083 - 07,Aprovel,dav.gov.vn,drug
VN-8886-09,Antibio Granules,dav.gov.vn,drug
"VD-6314-08, VD-5944-08","Antanazol Tab., Antanazol Cream.",dav.gov.vn,drug
VD-8508-09,Antaloc,dav.gov.vn,drug
NC19 - H01 - 10,Angobin,dav.gov.vn,drug
VD- 9312 - 09,Anginkgo,dav.gov.vn,drug
V170-H12-10,Angidormi,dav.gov.vn,drug
VN-9436-09,Angeliq (market 04 trang),dav.gov.vn,drug
VN-9436-09,Angeliq (market 02 trang),dav.gov.vn,drug
V888-H12-10,An thần bổ tâm - F,dav.gov.vn,drug
VN-10351-05,Amolic,dav.gov.vn,drug
VD-9081-09,Biprolol,dav.gov.vn,drug
VN-6936-08,Bi-otra,dav.gov.vn,drug
VNB - 4085 - 05,Biolactyl,dav.gov.vn,drug
VN-3297-07,Bioferon,dav.gov.vn,drug
VD-9848-10,Biobaby,dav.gov.vn,drug
"VN-10332-05, Vn-4607-07",Binozyt,dav.gov.vn,drug
VNA-3554-00,Biloba,dav.gov.vn,drug
VN-9416-09,Biafine,dav.gov.vn,drug
VN-9416-09,Biafine,dav.gov.vn,drug
VN-3070-07,bi Preterax,dav.gov.vn,drug
VN-3070-07,bi Preterax,dav.gov.vn,drug
VN - 3070 - 07,Bi Preterax,dav.gov.vn,drug
VN-3070-07,Bi Preterax,dav.gov.vn,drug
VN - 6139-08,Betex,dav.gov.vn,drug
V682-H12-10,Betasiphon,dav.gov.vn,drug
VD-3777-07,Betasiphon,dav.gov.vn,drug
"VN-6895-08, VN-6896-08",Betaloc Zok,dav.gov.vn,drug
"VN-6895-08, VN-6896-08",Betaloc Zok,dav.gov.vn,drug
VN-10690-10,Betadine Antiseptic Solution,dav.gov.vn,drug
VN-7024-08,Besladin,dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 3),dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 3),dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 2),dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 2),dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 1),dav.gov.vn,drug
"VN-1616-06, VN-6454-08",Berodual (mẫu 1),dav.gov.vn,drug
VN-7476-09,Berocca Calcium and Megnesium,dav.gov.vn,drug
VN - 7476 - 09,Berocca Calcium and Magnesium,dav.gov.vn,drug
VN - 7476 - 09,Berocca Calcium and Magnesium,dav.gov.vn,drug
VN - 7476 - 09,Berocca Calcium and Magnesium,dav.gov.vn,drug
VN-5429-08,Benaxepa expectorant,dav.gov.vn,drug
VN-5429-08,Benaxepa expectorant,dav.gov.vn,drug
VD-1562-06,Belafcap,dav.gov.vn,drug
V1318-10,Beauliver,dav.gov.vn,drug
V1318-H12-10,Beauliver,dav.gov.vn,drug
VD-6377-08,Bearbidan,dav.gov.vn,drug
VN-6774-08,Bavican Cap,dav.gov.vn,drug
VN-3828-07,Baraclude,dav.gov.vn,drug
GC-0071-08,Bar,dav.gov.vn,drug
VD-5491-08,Banago,dav.gov.vn,drug
VN-9412-05,Bambec,dav.gov.vn,drug
V1086-H12-10,Bổ thận thủy TW3,dav.gov.vn,drug
V1100-H12-10,Bổ thận thượng phương,dav.gov.vn,drug
V708H12-10,Bổ thận sáng mắt,dav.gov.vn,drug
V707H12-10,Bổ thận mát gan,dav.gov.vn,drug
V1281-H12-10,Bổ tâm an thần,dav.gov.vn,drug
V1168-H12-10,Bổ HuyƠt Kiện Tỳ Hoàn,dav.gov.vn,drug
VD-9771-09,Bactevo (Khổ A5),dav.gov.vn,drug
VD-9771-09,Bactevo (Khổ A4),dav.gov.vn,drug
VD-9771-09,Bactevo,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VD-19618-13,Osla Redi,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VD-18885-13,Salonpas Pain Relief Patch,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VD-19618-13,Osla Redi,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VD-19618-13,Osla Redi,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizorb,dav.gov.vn,drug
VD-24083-16,Danospan,dav.gov.vn,drug
VD-16582-12,Panadol cảm cúm,dav.gov.vn,drug
VN-19964-16,Panadol cảm cúm,dav.gov.vn,drug
VD-24844-16,Cao xoa Liệu trường phong,dav.gov.vn,drug
VD-21288-14,Berzencin,dav.gov.vn,drug
VN-13849-11,Gaviscon,dav.gov.vn,drug
VN-13849-11,Gaviscon,dav.gov.vn,drug
VD-25066-16,Kremil Gel,dav.gov.vn,drug
VN-13849-11,Gaviscon,dav.gov.vn,drug
VD-25224-16,Thuốc ho người lớn OPC,dav.gov.vn,drug
VD-21819-14,Usaallerz 180,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
VD-16583-12,Colocol extra,dav.gov.vn,drug
V12-H12-13,nguyên,dav.gov.vn,drug
VD-25249-16,Tydol Plus,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
VN-18270-14,ANNA,dav.gov.vn,drug
VN-19964-16,Panadol Extra With Optizob,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19227-15,Eyemiru 40EX,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VN-19492-15,Eyemiru Wash,dav.gov.vn,drug
VD-15679-11,New Choice EC,dav.gov.vn,drug
VN-20326-17,Betadine Throat Spray,dav.gov.vn,drug
VN-20326-17,Betadine Throat Spray,dav.gov.vn,drug
"V567-H12-10, V362-H12-10",Tioga,dav.gov.vn,drug
VD-26608-17,Tanganil,dav.gov.vn,drug
V22-H12-16,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
V23-H12-16,Phong tê thấp Bà Giằng,dav.gov.vn,drug
VD-23686-15,Life-Pro,dav.gov.vn,drug
VN-18562-14,Sangobion,dav.gov.vn,drug
VN-19964-16,Panadol Extra with optizorb,dav.gov.vn,drug
VS-4931-16,Dung dịch vệ sinh phụ nữ Phytogyno,dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VN-20196-16,Begesic,dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VN-18391-14,"Betadine Dry Powder Spray 2,5% w/w",dav.gov.vn,drug
VD-25820-16,Gastro - Max,dav.gov.vn,drug
VD-23579-15,Osluma,dav.gov.vn,drug
VD-22167-15,Atiliver Diệp hạ châu,dav.gov.vn,drug
 VN-19492-15,Eymiru Wash,dav.gov.vn,drug
VN-19227-15,Eymiru 40EX,dav.gov.vn,drug
"VD-16345-12, VD-16346-12",Subtyl,dav.gov.vn,drug
VD-19429-13,Calcium corbiere,dav.gov.vn,drug
VD-21986-14,Thuốc ho Mật Ong,dav.gov.vn,drug
VD-25249-16,Tydol Plus,dav.gov.vn,drug
VD-19429-13,Calcium Corbiere,dav.gov.vn,drug
VN-17535-13,Voltaren Emulgel,dav.gov.vn,drug
VD-15303-11,Tiffy,dav.gov.vn,drug
VD-4482-07,Dầu Hồng Hoa hiệu Cây Búa,dav.gov.vn,drug
V880-H12-10,Dầu Cù Là Thiên Thảo,dav.gov.vn,drug
VD-11906-10,D-A-R (mẫu 2),dav.gov.vn,drug
VD-11906-10,D-A-R (mẫu 1),dav.gov.vn,drug
VN-7785-09,Dalacin T,dav.gov.vn,drug
VN-9878-10,Dakin Cooper Stabilise,dav.gov.vn,drug
VN-3072-07,Daflon 500mg,dav.gov.vn,drug
VN - 3072 - 07,Daflon,dav.gov.vn,drug
VN-3072-07,Daflon,dav.gov.vn,drug
VN - 5300-10,Daewoong VQ,dav.gov.vn,drug
VN-2964-07,Daewoong URSA-S,dav.gov.vn,drug
V1298-H12-10,Dạ dày Nhất Nhất,dav.gov.vn,drug
VD-10119-10,Cysmona,dav.gov.vn,drug
VN-10753-10,Cyclo-Progynova,dav.gov.vn,drug
VN-5642-10,Cycloferon viên bao tan trong ruột,dav.gov.vn,drug
VN-9857-10,Cycloferon dung d̃ch tiêm,dav.gov.vn,drug
VN _ 8226 - 09,Curosurf,dav.gov.vn,drug
"VN-7702-09, VN-7701-09",Curam Quicktabs,dav.gov.vn,drug
"VN-1525-06, VN-1524-06, VN-1524-06, VN-5081-07",Curam,dav.gov.vn,drug
VN-6898-08,Cubicin,dav.gov.vn,drug
V1167-H12-10,Crila,dav.gov.vn,drug
"VN-1105-06, VN-8439-09, VN-8440-09",Crestor,dav.gov.vn,drug
,Crestor,dav.gov.vn,drug
,Crestor,dav.gov.vn,drug
,Crestor,dav.gov.vn,drug
VN-9377-09,Crapio Inj.,dav.gov.vn,drug
VN-10414-10,Cozaar,dav.gov.vn,drug
VN - 10414 - 10,CoZaar,dav.gov.vn,drug
VN-9346-05,Cozaar,dav.gov.vn,drug
"VD-7206-09, VD-5087-08",Coxlec,dav.gov.vn,drug
VN-8233-09,Coveram,dav.gov.vn,drug
,Coveram,dav.gov.vn,drug
VNB-4246-05,Coryzal,dav.gov.vn,drug
VD-6807-09,Cortonyl,dav.gov.vn,drug
VD-9774-09,Cortancyl (Khổ A4),dav.gov.vn,drug
VD-9774-09,Cortancyl,dav.gov.vn,drug
VN-7267-08,Concor cor,dav.gov.vn,drug
VN-7748-09,Concor 5 mg,dav.gov.vn,drug
VN-7748-09,Concor 5 mg,dav.gov.vn,drug
VN - 7748 - 09,Concor,dav.gov.vn,drug
VN-7748-09,Concor,dav.gov.vn,drug
VD-12002-10,CoMiaryl 2mg/500mg,dav.gov.vn,drug
VD-2321-06,Combizar (06 trang),dav.gov.vn,drug
"VD-2322-06, VD-2321-06",Combizar ( 01 trang),dav.gov.vn,drug
VD-5798-08,Combimin,dav.gov.vn,drug
VN-9610-10,Combilipid Peri Injetion,dav.gov.vn,drug
VN-5042-07,Comadine,dav.gov.vn,drug
VN-5430-08,Colymix syrup,dav.gov.vn,drug
VN-5430-08,Colymix syrup,dav.gov.vn,drug
VN-3670-07,Colposeptine,dav.gov.vn,drug
VN-6301-08,Dogmatil (mẫu 2),dav.gov.vn,drug
VN-6301-08,Dogmatil (mẫu 1),dav.gov.vn,drug
VD- 4054 - 07,Dofexo,dav.gov.vn,drug
VD-9010-09,Dodylan (2 trang),dav.gov.vn,drug
VD-9010-09,Dodylan (1 trang),dav.gov.vn,drug
VN - 9131- 09,Dizzo,dav.gov.vn,drug
VD- 4980 - 08,Direxiode,dav.gov.vn,drug
VN-9710-10,Diphereline,dav.gov.vn,drug
"VN-7770-09, VN-7768-09",Diovan,dav.gov.vn,drug
V1474-H12-10,Diệp Hạ Châu,dav.gov.vn,drug
V1474-H12-10,Diệp Hạ Châu,dav.gov.vn,drug
V1474-H12-10,Diệp Hạ Châu,dav.gov.vn,drug
V1214-H12-10,Dứng Não An Thần Kinh,dav.gov.vn,drug
VNA-3906-05,Diariod,dav.gov.vn,drug
VNA-3615-05,Diaprid,dav.gov.vn,drug
VN-3228-07,Diane-35,dav.gov.vn,drug
VN-3228-07,Diane-35,dav.gov.vn,drug
VN-7982-09,Diane 35,dav.gov.vn,drug
VN-5370-10,Diamisu R,dav.gov.vn,drug
VN-9662-10,Diamisu N,dav.gov.vn,drug
VN-9661-10,Diamisu 70/30,dav.gov.vn,drug
VN-0466-06,Diamicron MR,dav.gov.vn,drug
VN-0465-06,Diamicron MR,dav.gov.vn,drug
VN-0465-06,Diamicron MR,dav.gov.vn,drug
VD-9775-09,Diabesel(Khổ A5),dav.gov.vn,drug
VD-9775-09,Diabesel (Khổ A4),dav.gov.vn,drug
VD-9775-09,Diabesel,dav.gov.vn,drug
VN-5097-07,Dexcir 500,dav.gov.vn,drug
VN-3835-07,Dex Tobrin,dav.gov.vn,drug
VD-5212-08,Devomir-25mg,dav.gov.vn,drug
VN-4541-07,Desferal,dav.gov.vn,drug
VN - 9102 - 09,Dermobacter,dav.gov.vn,drug
VN-8942-09,Deplatt,dav.gov.vn,drug
VN - 7828 - 09,Depakine syrup,dav.gov.vn,drug
VN - 4095 - 07,Depakine chrono,dav.gov.vn,drug
VN - 4095 - 07,Depakine chrono,dav.gov.vn,drug
VN - 5087 - 07,Depakine,dav.gov.vn,drug
